member_status_history_id,member_id,status,status_start_at,status_end_at,changed_by,change_reason
12091,2466,Active,2024-08-23 08:25:19,2025-02-01,system,Membership active before annual renewal
12092,2466,Pending Renewal,2025-02-01 00:00:00,2025-07-21,membership_officer,Renewal payment received
12093,2466,Active,2025-07-21 00:00:00,2026-02-01,system,Membership active before annual renewal
12094,2466,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12095,2467,Active,2026-06-21 18:31:56,,system,Current member status
12096,2468,Active,2021-12-11 13:07:29,2022-02-01,system,Membership active before annual renewal
12097,2468,Pending Renewal,2022-02-01 00:00:00,2022-02-18,finance_officer,Renewal payment received
12098,2468,Active,2022-02-18 00:00:00,2023-02-01,system,Membership active before annual renewal
12099,2468,Pending Renewal,2023-02-01 00:00:00,2023-02-19,system,Renewal payment received
12100,2468,Active,2023-02-19 00:00:00,2024-02-01,system,Membership active before annual renewal
12101,2468,Pending Renewal,2024-02-01 00:00:00,2024-06-02,system,Renewal payment received
12102,2468,Active,2024-06-02 00:00:00,2025-02-01,system,Membership active before annual renewal
12103,2468,Pending Renewal,2025-02-01 00:00:00,2025-04-23,system,Renewal payment received
12104,2468,Active,2025-04-23 00:00:00,2026-02-01,system,Membership active before annual renewal
12105,2468,Pending Renewal,2026-02-01 00:00:00,2026-03-13,membership_officer,Renewal payment received
12106,2468,Active,2026-03-13 00:00:00,,system,Current member status
12107,2469,Active,2025-07-19 11:48:43,2026-02-01,system,Membership active before annual renewal
12108,2469,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12109,2470,Active,2024-08-04 13:10:10,2025-02-01,system,Membership active before annual renewal
12110,2470,Pending Renewal,2025-02-01 00:00:00,2025-07-26,finance_officer,Renewal payment received
12111,2470,Active,2025-07-26 00:00:00,2026-02-01,system,Membership active before annual renewal
12112,2470,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12113,2471,Active,2023-03-15 19:09:24,2024-02-01,system,Membership active before annual renewal
12114,2471,Pending Renewal,2024-02-01 00:00:00,2024-03-11,finance_officer,Renewal payment received
12115,2471,Active,2024-03-11 00:00:00,2025-02-01,system,Membership active before annual renewal
12116,2471,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
12117,2471,Inactive,2025-08-01 00:00:00,,system,Current member status
12118,2472,Active,2022-08-13 00:44:08,2023-02-01,system,Membership active before annual renewal
12119,2472,Pending Renewal,2023-02-01 00:00:00,2023-04-18,membership_officer,Renewal payment received
12120,2472,Active,2023-04-18 00:00:00,2024-02-01,system,Membership active before annual renewal
12121,2472,Pending Renewal,2024-02-01 00:00:00,2024-02-10,system,Renewal payment received
12122,2472,Active,2024-02-10 00:00:00,2025-02-01,system,Membership active before annual renewal
12123,2472,Pending Renewal,2025-02-01 00:00:00,2025-06-16,finance_officer,Renewal payment received
12124,2472,Active,2025-06-16 00:00:00,2026-02-01,system,Membership active before annual renewal
12125,2472,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12126,2473,Active,2021-11-14 10:19:32,2022-02-01,system,Membership active before annual renewal
12127,2473,Pending Renewal,2022-02-01 00:00:00,2022-02-11,system,Renewal payment received
12128,2473,Active,2022-02-11 00:00:00,2023-02-01,system,Membership active before annual renewal
12129,2473,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
12130,2473,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
12131,2473,Cancelled,2024-08-01 00:00:00,,system,Current member status
12132,2474,Active,2024-04-01 09:40:53,2025-02-01,system,Membership active before annual renewal
12133,2474,Pending Renewal,2025-02-01 00:00:00,2025-03-10,membership_officer,Renewal payment received
12134,2474,Active,2025-03-10 00:00:00,2026-02-01,system,Membership active before annual renewal
12135,2474,Pending Renewal,2026-02-01 00:00:00,2026-05-23,system,Renewal payment received
12136,2474,Active,2026-05-23 00:00:00,,system,Current member status
12137,2475,Active,2024-09-30 06:38:18,2025-02-01,system,Membership active before annual renewal
12138,2475,Pending Renewal,2025-02-01 00:00:00,2025-06-28,finance_officer,Renewal payment received
12139,2475,Active,2025-06-28 00:00:00,2026-02-01,system,Membership active before annual renewal
12140,2475,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12141,2476,Active,2024-09-15 14:27:01,2025-02-01,system,Membership active before annual renewal
12142,2476,Pending Renewal,2025-02-01 00:00:00,2025-03-23,membership_officer,Renewal payment received
12143,2476,Active,2025-03-23 00:00:00,2026-02-01,system,Membership active before annual renewal
12144,2476,Pending Renewal,2026-02-01 00:00:00,2026-05-12,system,Renewal payment received
12145,2476,Active,2026-05-12 00:00:00,,system,Current member status
12146,2477,Active,2025-10-05 07:36:39,2026-02-01,system,Membership active before annual renewal
12147,2477,Pending Renewal,2026-02-01 00:00:00,2026-05-22,membership_officer,Renewal payment received
12148,2477,Active,2026-05-22 00:00:00,,system,Current member status
12149,2478,Active,2022-02-22 05:34:42,2023-02-01,system,Membership active before annual renewal
12150,2478,Pending Renewal,2023-02-01 00:00:00,2023-04-29,system,Renewal payment received
12151,2478,Active,2023-04-29 00:00:00,2024-02-01,system,Membership active before annual renewal
12152,2478,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
12153,2478,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
12154,2478,Cancelled,2025-08-01 00:00:00,,system,Current member status
12155,2479,Active,2024-04-08 11:26:23,2025-02-01,system,Membership active before annual renewal
12156,2479,Pending Renewal,2025-02-01 00:00:00,2025-02-04,membership_officer,Renewal payment received
12157,2479,Active,2025-02-04 00:00:00,2026-02-01,system,Membership active before annual renewal
12158,2479,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12159,2480,Active,2022-11-24 08:31:20,2023-02-01,system,Membership active before annual renewal
12160,2480,Pending Renewal,2023-02-01 00:00:00,2023-03-08,membership_officer,Renewal payment received
12161,2480,Active,2023-03-08 00:00:00,2024-02-01,system,Membership active before annual renewal
12162,2480,Pending Renewal,2024-02-01 00:00:00,2024-02-04,finance_officer,Renewal payment received
12163,2480,Active,2024-02-04 00:00:00,2025-02-01,system,Membership active before annual renewal
12164,2480,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
12165,2480,Inactive,2025-08-01 00:00:00,,system,Current member status
12166,2481,Active,2023-07-07 21:37:23,2024-02-01,system,Membership active before annual renewal
12167,2481,Pending Renewal,2024-02-01 00:00:00,2024-04-27,system,Renewal payment received
12168,2481,Active,2024-04-27 00:00:00,2025-02-01,system,Membership active before annual renewal
12169,2481,Pending Renewal,2025-02-01 00:00:00,2025-03-30,finance_officer,Renewal payment received
12170,2481,Active,2025-03-30 00:00:00,2026-02-01,system,Membership active before annual renewal
12171,2481,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12172,2482,Active,2023-03-07 13:50:55,2024-02-01,system,Membership active before annual renewal
12173,2482,Pending Renewal,2024-02-01 00:00:00,2024-03-15,finance_officer,Renewal payment received
12174,2482,Active,2024-03-15 00:00:00,2025-02-01,system,Membership active before annual renewal
12175,2482,Pending Renewal,2025-02-01 00:00:00,2025-07-25,system,Renewal payment received
12176,2482,Active,2025-07-25 00:00:00,2026-02-01,system,Membership active before annual renewal
12177,2482,Pending Renewal,2026-02-01 00:00:00,2026-05-19,finance_officer,Renewal payment received
12178,2482,Active,2026-05-19 00:00:00,,system,Current member status
12179,2483,Active,2023-08-27 19:16:43,2024-02-01,system,Membership active before annual renewal
12180,2483,Pending Renewal,2024-02-01 00:00:00,2024-04-13,finance_officer,Renewal payment received
12181,2483,Active,2024-04-13 00:00:00,2025-02-01,system,Membership active before annual renewal
12182,2483,Pending Renewal,2025-02-01 00:00:00,2025-02-04,finance_officer,Renewal payment received
12183,2483,Active,2025-02-04 00:00:00,2026-02-01,system,Membership active before annual renewal
12184,2483,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12185,2484,Active,2024-03-18 06:16:15,2025-02-01,system,Membership active before annual renewal
12186,2484,Pending Renewal,2025-02-01 00:00:00,2025-06-26,membership_officer,Renewal payment received
12187,2484,Active,2025-06-26 00:00:00,2026-02-01,system,Membership active before annual renewal
12188,2484,Pending Renewal,2026-02-01 00:00:00,2026-03-12,membership_officer,Renewal payment received
12189,2484,Active,2026-03-12 00:00:00,,system,Current member status
12190,2485,Active,2023-01-21 11:43:19,2024-02-01,system,Membership active before annual renewal
12191,2485,Pending Renewal,2024-02-01 00:00:00,2024-05-04,membership_officer,Renewal payment received
12192,2485,Active,2024-05-04 00:00:00,2025-02-01,system,Membership active before annual renewal
12193,2485,Pending Renewal,2025-02-01 00:00:00,2025-07-01,system,Renewal payment received
12194,2485,Active,2025-07-01 00:00:00,2026-02-01,system,Membership active before annual renewal
12195,2485,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12196,2486,Active,2025-01-06 17:52:25,2026-02-01,system,Membership active before annual renewal
12197,2486,Pending Renewal,2026-02-01 00:00:00,2026-05-10,finance_officer,Renewal payment received
12198,2486,Active,2026-05-10 00:00:00,,system,Current member status
12199,2487,Active,2022-02-20 03:38:29,2023-02-01,system,Membership active before annual renewal
12200,2487,Pending Renewal,2023-02-01 00:00:00,2023-04-07,membership_officer,Renewal payment received
12201,2487,Active,2023-04-07 00:00:00,2024-02-01,system,Membership active before annual renewal
12202,2487,Pending Renewal,2024-02-01 00:00:00,2024-06-18,finance_officer,Renewal payment received
12203,2487,Active,2024-06-18 00:00:00,2025-02-01,system,Membership active before annual renewal
12204,2487,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
12205,2487,Inactive,2025-08-01 00:00:00,,system,Current member status
12206,2488,Active,2023-06-23 18:53:07,2024-02-01,system,Membership active before annual renewal
12207,2488,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
12208,2488,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
12209,2488,Cancelled,2025-08-01 00:00:00,,system,Current member status
12210,2489,Active,2024-12-29 10:01:04,2025-02-01,system,Membership active before annual renewal
12211,2489,Pending Renewal,2025-02-01 00:00:00,2025-04-20,finance_officer,Renewal payment received
12212,2489,Active,2025-04-20 00:00:00,2026-02-01,system,Membership active before annual renewal
12213,2489,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12214,2490,Active,2021-07-21 06:30:59,2022-02-01,system,Membership active before annual renewal
12215,2490,Pending Renewal,2022-02-01 00:00:00,2022-08-01,system,Renewal overdue for more than 6 months
12216,2490,Inactive,2022-08-01 00:00:00,2023-08-01,system,Inactive for more than 1 year
12217,2490,Cancelled,2023-08-01 00:00:00,,system,Current member status
12218,2491,Active,2026-01-01 16:20:34,,system,Current member status
12219,2492,Active,2024-08-12 13:10:10,2025-02-01,system,Membership active before annual renewal
12220,2492,Pending Renewal,2025-02-01 00:00:00,2025-06-29,system,Renewal payment received
12221,2492,Active,2025-06-29 00:00:00,2026-02-01,system,Membership active before annual renewal
12222,2492,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12223,2493,Active,2025-01-20 15:55:21,2026-02-01,system,Membership active before annual renewal
12224,2493,Pending Renewal,2026-02-01 00:00:00,2026-03-20,finance_officer,Renewal payment received
12225,2493,Active,2026-03-20 00:00:00,,system,Current member status
12226,2494,Active,2022-05-29 01:48:25,2023-02-01,system,Membership active before annual renewal
12227,2494,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
12228,2494,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
12229,2494,Cancelled,2024-08-01 00:00:00,,system,Current member status
12230,2495,Active,2022-10-31 20:28:00,2023-02-01,system,Membership active before annual renewal
12231,2495,Pending Renewal,2023-02-01 00:00:00,2023-04-24,finance_officer,Renewal payment received
12232,2495,Active,2023-04-24 00:00:00,2024-02-01,system,Membership active before annual renewal
12233,2495,Pending Renewal,2024-02-01 00:00:00,2024-05-08,system,Renewal payment received
12234,2495,Active,2024-05-08 00:00:00,2025-02-01,system,Membership active before annual renewal
12235,2495,Pending Renewal,2025-02-01 00:00:00,2025-07-13,finance_officer,Renewal payment received
12236,2495,Active,2025-07-13 00:00:00,2026-02-01,system,Membership active before annual renewal
12237,2495,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
12238,2496,Active,2022-06-05 08:17:38,2023-02-01,system,Membership active before annual renewal
12239,2496,Pending Renewal,2023-02-01 00:00:00,2023-05-08,system,Renewal payment received
12240,2496,Active,2023-05-08 00:00:00,2024-02-01,system,Membership active before annual renewal
12241,2496,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
12242,2496,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
12243,2496,Cancelled,2025-08-01 00:00:00,,system,Current member status
12244,2497,Active,2022-11-05 18:36:28,2023-02-01,system,Membership active before annual renewal
12245,2497,Pending Renewal,2023-02-01 00:00:00,2023-02-19,system,Renewal payment received
12246,2497,Active,2023-02-19 00:00:00,2024-02-01,system,Membership active before annual renewal
12247,2497,Pending Renewal,2024-02-01 00:00:00,2024-02-29,finance_officer,Renewal payment received
12248,2497,Active,2024-02-29 00:00:00,2025-02-01,system,Membership active before annual renewal
12249,2497,Pending Renewal,2025-02-01 00:00:00,2025-06-03,system,Renewal payment received
12250,2497,Active,2025-06-03 00:00:00,2026-02-01,system,Membership active before annual renewal
